24	#	25.85561800690345	53.52459195650896	0	63
31	#	41.98809559347645	7.461796665318348	0	56
32	#	27.312777246131272	54.36162539541567	0	63
53	#	46.632809077620564	42.105477425572666	0	79
57	#	46.16909328096116	43.15874766827389	0	79
73	#	40.43550231510846	42.30679671562823	0	127
75	#	9.886946634506241	42.11089400513326	0	42
98	#	13.975208573589425	36.023854915200964	0	81
119	#	35.67959153825598	34.98425644955999	0	140
124	#	30.671332604919858	21.705652439442066	0	135
162	#	29.294772904024853	40.945975940213614	0	136
179	#	29.045670106312983	33.81757348417621	0	140
180	#	40.150213220406144	52.553972173879394	0	58
198	#	59.09048423761853	6.628462206243867	0	32
206	#	30.008557571594704	36.2099451048217	0	136
208	#	23.896101415625147	23.447342006113274	0	31
217	#	43.24307681209846	40.09850794406415	0	127
218	#	15.876457853538984	22.009539312249004	0	16
230	#	45.10560693743772	27.87472085367586	0	83
236	#	14.846021645029742	53.29423623287032	0	54
241	#	6.172315873039269	54.70693519692212	0	33
248	#	25.399644593263545	29.974787312886125	0	140
284	#	49.384096387088164	12.209984573161844	0	113
291	#	54.07934083580069	37.86806889034348	0	46
294	#	6.03298899467429	34.813083961908376	0	48
314	#	46.54460822812153	28.848752279840568	0	138
365	#	42.746172466424596	30.470137886502524	0	138
373	#	22.50777169675973	34.10698056622978	0	105
385	#	5.445691876021989	24.810578806168976	0	5
389	#	18.033608027720362	16.054156600924028	0	31
399	#	45.09865999624857	27.165087736710106	0	83
403	#	37.873229357090345	11.570187393183582	0	122
404	#	14.038872192815177	24.214688001598095	0	17
408	#	9.93793126525989	26.29294967810935	0	5
411	#	40.02993974862857	18.470244112959822	0	125
424	#	25.484356315237587	7.382506938416976	0	10
427	#	49.08029288549882	43.96590245749621	0	115
429	#	13.842606671877782	39.85272780631057	0	81
430	#	6.685803395660678	11.084987389742029	0	1
440	#	20.27365958301279	25.082954020337954	0	23
450	#	41.9164872715013	15.741507599519762	0	68
483	#	42.120808655827986	47.24565433704437	0	70
501	#	6.769298144960984	12.41255828222003	0	1
504	#	36.934142683875535	22.449550078277873	0	125
507	#	40.011938416325926	12.889296021511695	0	68
511	#	51.325043997982824	42.72065565804617	0	43
512	#	37.44823252075649	32.85443833495229	0	109
522	#	21.004748625635944	18.891234983391943	0	31
532	#	7.407468577810834	37.78871171269691	0	45
536	#	44.080436811806365	37.79937787976402	0	82
540	#	15.912875586194062	50.70912775672298	0	54
554	#	53.572384234492695	52.477721239481575	0	34
556	#	32.19234736823576	20.335789135280685	0	89
570	#	19.14692143964021	15.211181198705521	0	12
575	#	31.634969024490186	30.39402123622908	0	140
584	#	6.661309381005683	42.49908084699684	0	42
604	#	26.533794541466722	49.29455673821797	0	123
609	#	8.733057381752037	37.73560336516365	0	45
614	#	9.006504575712986	51.989883752921656	0	33
619	#	8.583273843064424	42.199697793734046	0	42
623	#	9.053055618043222	15.342043075821062	0	2
629	#	9.05977730818496	29.825703693150146	0	128
630	#	8.58126293053307	31.115884276333176	0	128
631	#	34.04320952457735	18.356254191645892	0	86
632	#	45.386535870034244	11.662708611136765	0	119
645	#	17.991599445002485	11.98991294749183	0	29
670	#	37.79083326702134	10.237008427071121	0	122
673	#	53.872872945874384	55.751718947064006	0	34
689	#	16.736244522576236	37.756196512955704	0	126
700	#	43.38124084804055	25.137293259328523	0	98
703	#	9.066842469349451	21.074570865143503	0	4
709	#	23.940041762122945	39.70969974251253	0	126
744	#	14.580800663228054	49.93649232973035	0	120
752	#	51.450859787414814	17.6653828591156	0	41
759	#	36.519995524097006	16.80978172714972	0	125
761	#	20.885749824234146	7.7482333816412945	0	9
800	#	47.91522814591865	46.084304392608765	0	67
817	#	58.75510593799364	53.26528653848002	0	34
837	#	21.085055735855022	5.307497473673078	0	9
842	#	49.89144909665509	38.12056523843388	0	118
861	#	46.0269412709532	20.778096811891533	0	80
864	#	17.21874126037292	7.838901573306081	0	8
865	#	30.088091426440766	41.63258547158087	0	136
872	#	15.687250337209864	44.32279598858936	0	66
881	#	22.760338608067816	28.027190224484013	0	133
906	#	17.96574903247872	36.047885860837404	0	126
921	#	53.30194750513474	34.913323929199166	0	49
966	#	54.37888353578746	24.300065235704608	0	47
970	#	29.11366478425449	40.32925404640284	0	136
983	#	54.31299192729769	23.85572480595106	0	44
986	#	58.3018530698512	52.82462029098624	0	34
1011	#	34.2048361105623	52.22935097606207	1	205
1047	#	14.25449551508394	37.179838961884265	1	222
1053	#	29.786227501449435	26.736293186778077	1	281
1054	#	3.578567150471908	54.68948944979434	1	174
1055	#	29.820916088815185	36.4007705622983	1	277
1065	#	41.175028008389894	28.58411061905264	1	279
1074	#	29.904222895990184	11.734985966162427	1	275
1082	#	51.008798928660795	52.81123952003542	1	175
1087	#	36.991720187186694	30.39808460863576	1	279
1088	#	42.07142618842865	35.799519473795826	1	241
1100	#	28.000496006406255	39.50054497440825	1	277
1109	#	21.771744627016275	17.4814245982571	1	172
1117	#	37.72378972161108	35.89149438247188	1	247
1119	#	4.709370463120703	56.809658599966845	1	174
1149	#	9.066584961111849	58.48659639604871	1	174
1156	#	39.79917066021929	36.2448525961125	1	268
