10006	26
10005	29
10004	22
10003	27
10002	27
10001	25
10000	28
9999	27
9998	21
9997	30
9996	30
9995	28
9994	27
9993	25
9992	26
9991	24
9990	21
9989	27
9988	26
9987	28
9986	23
9985	22
9984	22
9983	24
9982	26
9981	28
9980	21
9979	25
9978	22
9977	24
9976	21
9975	21
9974	27
9973	28
9972	27
9971	29
9970	29
9969	26
9968	29
9967	29
9966	28
9965	23
9964	29
9963	26
9962	25
9961	25
9960	21
9959	21
9958	22
9957	24
9956	28
9955	21
9954	25
9953	27
9952	26
9951	29
9950	28
9949	29
9948	21
9947	24
9946	24
9945	25
9944	30
9943	29
9942	27
9941	23
9940	21
9939	26
9938	28
9937	25
9936	29
9935	22
9934	26
9933	27
9932	22
9931	22
9930	27
9929	24
9928	28
9927	24
9926	21
9925	24
9924	25
9923	27
9922	26
9921	28
9920	29
9919	27
9918	26
9917	21
9916	27
9915	25
9914	22
9913	22
9912	23
9911	24
9910	28
9909	24
9908	28
9907	25
9906	23
9905	29
9904	26
9903	27
9902	21
9901	29
9900	25
9899	26
9898	23
9897	27
9896	25
9895	27
9894	29
9893	22
9892	21
9891	30
9890	24
9889	22
9888	28
9887	29
9886	22
9885	26
9884	27
9883	22
9882	30
9881	25
9880	24
9879	21
9878	24
9877	28
9876	30
9875	28
9874	22
9873	23
9872	27
9871	30
9870	29
9869	21
9868	28
9867	30
9866	30
9865	23
9864	23
9863	24
9862	24
9861	26
9860	26
9859	26
9858	24
9857	27
9856	29
9855	28
9854	24
9853	21
9852	24
9851	27
9850	29
9849	28
9848	21
9847	30
9846	22
9845	21
9844	25
9843	29
9842	22
9841	26
9840	27
9839	22
9838	28
9837	30
9836	24
9835	28
9834	24
9833	30
9832	21
9831	26
9830	24
9829	24
9828	27
9827	25
9826	29
9825	22
9824	30
9823	26
9822	30
9821	22
9820	22
9819	22
9818	22
9817	27
9816	25
9815	26
9814	24
9813	27
9812	27
9811	22
9810	25
9809	25
9808	28
9807	28
9806	22
9805	21
9804	28
9803	21
9802	28
9801	23
9800	21
9799	21
9798	21
9797	22
9796	30
9795	23
9794	23
9793	28
9792	30
9791	24
9790	26
9789	25
9788	21
9787	24
9786	27
9785	21
9784	23
9783	24
9782	29
9781	23
9780	26
9779	24
9778	22
9777	22
9776	28
9775	23
9774	22
9773	27
9772	30
9771	23
9770	24
9769	29
9768	28
9767	24
9766	21
9765	23
9764	26
9763	23
9762	26
9761	22
9760	22
9759	29
9758	24
9757	29
9756	22
9755	29
9754	28
9753	24
9752	27
9751	22
9750	23
9749	25
9748	26
9747	29
9746	30
9745	24
9744	22
9743	21
9742	29
9741	30
9740	26
9739	26
9738	23
9737	28
9736	29
9735	25
9734	22
9733	25
9732	25
9731	29
9730	29
9729	26
9728	22
9727	26
9726	26
9725	28
9724	22
9723	29
9722	24
9721	30
9720	25
9719	25
9718	28
9717	21
9716	29
9715	24
9714	28
9713	27
9712	23
9711	25
9710	21
9709	26
9708	21
9707	26
9706	26
9705	27
9704	24
9703	28
9702	24
9701	28
9700	25
9699	25
9698	26
9697	21
9696	23
9695	22
9694	21
9693	28
9692	27
9691	24
9690	29
9689	28
9688	30
9687	22
9686	25
9685	26
9684	29
9683	26
9682	28
9681	28
9680	21
9679	27
9678	25
9677	21
9676	27
9675	29
9674	30
9673	29
9672	29
9671	30
9670	27
9669	23
9668	25
9667	29
9666	23
9665	28
9664	21
9663	28
9662	27
9661	27
9660	25
9659	22
9658	25
9657	21
9656	21
9655	22
9654	28
9653	26
9652	22
9651	29
9650	24
9649	30
9648	24
9647	25
9646	28
9645	22
9644	26
9643	25
9642	22
9641	22
9640	27
9639	23
9638	21
9637	30
9636	26
9635	25
9634	21
9633	25
9632	21
9631	21
9630	23
9629	28
9628	27
9627	26
9626	29
9625	24
9624	26
9623	24
9622	24
9621	21
9620	25
9619	27
9618	21
9617	29
9616	21
9615	23
9614	28
9613	25
9612	25
9611	25
9610	27
9609	25
9608	23
9607	26
9606	21
9605	26
9604	22
9603	25
9602	30
9601	24
9600	24
9599	23
9598	23
9597	26
9596	25
9595	22
9594	29
9593	27
9592	26
9591	25
9590	23
9589	22
9588	22
9587	21
9586	22
9585	23
9584	29
9583	21
9582	26
9581	22
9580	25
9579	27
9578	28
9577	21
9576	23
9575	23
9574	27
9573	29
9572	29
9571	25
9570	27
9569	28
9568	24
9567	27
9566	30
9565	30
9564	29
9563	24
9562	26
9561	27
9560	30
9559	22
9558	25
9557	21
9556	29
9555	27
9554	26
9553	28
9552	28
9551	26
9550	22
9549	28
9548	30
9547	21
9546	24
9545	24
9544	24
9543	21
9542	22
9541	29
9540	24
9539	28
9538	28
9537	29
9536	26
9535	28
9534	24
9533	30
9532	23
9531	26
9530	28
9529	21
9528	30
9527	25
9526	30
9525	22
9524	23
9523	23
9522	28
9521	22
9520	23
9519	22
9518	26
9517	21
9516	30
9515	25
9514	22
9513	29
9512	30
9511	29
9510	30
9509	22
9508	23
9507	24
9506	30
9505	29
9504	24
9503	30
9502	28
9501	30
9500	21
9499	24
9498	26
9497	23
9496	30
9495	25
9494	21
9493	27
9492	21
9491	25
9490	24
9489	27
9488	27
9487	24
9486	26
9485	23
9484	24
9483	27
9482	29
9481	21
9480	28
9479	21
9478	23
9477	24
9476	24
9475	25
9474	27
9473	28
9472	28
9471	28
9470	27
9469	28
9468	25
9467	25
9466	28
9465	22
9464	25
9463	25
9462	26
9461	23
9460	23
9459	29
9458	24
9457	25
9456	26
9455	23
9454	25
9453	25
9452	30
9451	28
9450	24
9449	22
9448	23
9447	30
9446	24
9445	22
9444	22
9443	26
9442	26
9441	28
9440	28
9439	22
9438	25
9437	29
9436	25
9435	29
9434	29
9433	21
9432	30
9431	28
9430	30
9429	28
9428	29
9427	21
9426	29
9425	26
9424	25
9423	24
9422	23
9421	21
9420	30
9419	26
9418	23
9417	21
9416	21
9415	29
9414	25
9413	30
9412	30
9411	25
9410	28
9409	27
9408	28
9407	28
9406	22
9405	28
9404	27
9403	24
9402	26
9401	27
9400	24
9399	29
9398	22
9397	24
9396	23
9395	22
9394	26
9393	28
9392	30
9391	22
9390	27
9389	21
9388	27
9387	23
9386	29
9385	21
9384	21
9383	25
9382	23
9381	23
9380	24
9379	28
9378	30
9377	27
9376	24
9375	27
9374	22
9373	30
9372	29
9371	24
9370	26
9369	28
9368	23
9367	26
9366	30
9365	22
9364	30
9363	30
9362	28
9361	21
9360	23
9359	29
9358	27
9357	22
9356	22
9355	23
9354	26
9353	30
9352	23
9351	27
9350	27
9349	29
9348	30
9347	27
9346	21
9345	22
9344	21
9343	30
9342	27
9341	27
9340	27
9339	25
9338	26
9337	28
9336	25
9335	26
9334	21
9333	28
9332	29
9331	23
9330	21
9329	29
9328	24
9327	26
9326	22
9325	24
9324	21
9323	22
9322	21
9321	29
9320	23
9319	28
9318	25
9317	28
9316	23
9315	30
9314	28
9313	30
9312	22
9311	23
9310	23
9309	27
9308	23
9307	29
9306	21
9305	22
9304	23
9303	22
9302	30
9301	22
9300	22
9299	30
9298	24
9297	24
9296	23
9295	26
9294	30
9293	23
9292	24
9291	30
9290	22
9289	21
9288	26
9287	29
9286	21
9285	29
9284	30
9283	21
9282	22
9281	24
9280	25
9279	28
9278	22
9277	24
9276	22
9275	22
9274	24
9273	26
9272	25
9271	23
9270	23
9269	23
9268	21
9267	28
9266	30
9265	22
9264	28
9263	27
9262	26
9261	27
9260	22
9259	30
9258	28
9257	27
9256	27
9255	28
9254	23
9253	28
9252	30
9251	24
9250	28
9249	25
9248	30
9247	23
9246	25
9245	26
9244	28
9243	21
9242	28
9241	30
9240	28
9239	28
9238	28
9237	21
9236	23
9235	25
9234	26
9233	23
9232	30
9231	24
9230	22
9229	23
9228	25
9227	26
9226	29
9225	25
9224	30
9223	26
9222	23
9221	25
9220	30
9219	24
9218	25
9217	21
9216	29
9215	29
9214	23
9213	22
9212	27
9211	30
9210	22
9209	22
9208	21
9207	29
9206	23
9205	30
9204	23
9203	26
9202	22
9201	23
9200	30
9199	25
9198	28
9197	21
9196	30
9195	24
9194	21
9193	23
9192	26
9191	28
9190	21
9189	24
9188	25
9187	23
9186	21
9185	25
9184	26
9183	27
9182	26
9181	25
9180	26
9179	27
9178	26
9177	22
9176	26
9175	25
9174	28
9173	25
9172	25
9171	25
9170	27
9169	23
9168	24
9167	23
9166	24
9165	29
9164	25
9163	29
9162	29
9161	23
9160	28
9159	30
9158	21
9157	30
9156	27
9155	25
9154	30
9153	27
9152	27
9151	25
9150	27
9149	27
9148	29
9147	25
9146	21
9145	26
9144	22
9143	23
9142	26
9141	28
9140	25
9139	24
9138	29
9137	25
9136	30
9135	22
9134	29
9133	24
9132	24
9131	26
9130	21
9129	22
9128	28
9127	27
9126	26
9125	29
9124	22
9123	22
9122	29
9121	24
9120	21
9119	21
9118	25
9117	24
9116	26
9115	26
9114	25
9113	28
9112	22
9111	22
9110	24
9109	27
9108	29
9107	29
9106	27
9105	27
9104	22
9103	21
9102	29
9101	24
9100	22
9099	23
9098	21
9097	30
9096	21
9095	24
9094	25
9093	23
9092	24
9091	30
9090	26
9089	23
9088	29
9087	23
9086	24
9085	22
9084	23
9083	29
9082	23
9081	22
9080	26
9079	27
9078	26
9077	23
9076	22
9075	29
9074	30
9073	28
9072	28
9071	21
9070	27
9069	22
9068	30
9067	29
9066	28
9065	27
9064	27
9063	24
9062	30
9061	27
9060	23
9059	24
9058	29
9057	23
9056	29
9055	26
9054	21
9053	29
9052	24
9051	24
9050	21
9049	28
9048	28
9047	28
9046	25
9045	24
9044	29
9043	30
9042	23
9041	21
9040	24
9039	30
9038	29
9037	26
9036	26
9035	22
9034	25
9033	30
9032	26
9031	22
9030	26
9029	25
9028	29
9027	28
9026	30
9025	28
9024	23
9023	23
9022	28
9021	26
9020	27
9019	21
9018	26
9017	24
9016	23
9015	24
9014	28
9013	30
9012	24
9011	24
9010	21
9009	21
9008	27
9007	25
9006	22
9005	28
9004	28
9003	24
9002	28
9001	22
9000	22
8999	23
8998	26
8997	27
8996	30
8995	28
8994	22
8993	24
8992	23
8991	24
8990	23
8989	27
8988	23
8987	28
8986	26
8985	30
8984	24
8983	24
8982	25
8981	30
8980	27
8979	25
8978	24
8977	24
8976	27
8975	27
8974	26
8973	28
8972	27
8971	22
8970	27
8969	30
8968	27
8967	30
8966	28
8965	22
8964	21
8963	28
8962	25
8961	23
8960	29
8959	29
8958	24
8957	28
8956	22
8955	22
8954	21
8953	30
8952	21
8951	25
8950	29
8949	25
8948	27
8947	29
8946	29
8945	25
8944	27
8943	29
8942	29
8941	24
8940	27
8939	30
8938	23
8937	29
8936	29
8935	29
8934	23
8933	30
8932	22
8931	22
8930	21
8929	28
8928	25
8927	27
8926	27
8925	28
8924	24
8923	23
8922	24
8921	22
8920	23
8919	28
8918	22
8917	26
8916	23
8915	21
8914	26
8913	25
8912	30
8911	24
8910	29
8909	29
8908	25
8907	25
8906	28
8905	29
8904	23
8903	21
8902	25
8901	23
8900	27
8899	23
8898	21
8897	25
8896	22
8895	26
8894	30
8893	21
8892	24
8891	22
8890	25
8889	28
8888	28
8887	30
8886	30
8885	22
8884	27
8883	21
8882	28
8881	22
8880	22
8879	28
8878	22
8877	27
8876	29
8875	26
8874	24
8873	25
8872	28
8871	29
8870	24
8869	30
8868	25
8867	25
8866	22
8865	27
8864	26
8863	22
8862	29
8861	23
8860	24
8859	25
8858	30
8857	26
8856	28
8855	24
8854	23
8853	22
8852	21
8851	29
8850	26
8849	27
8848	26
8847	26
8846	28
8845	23
8844	23
8843	25
8842	26
8841	24
8840	30
8839	22
8838	26
8837	21
8836	27
8835	28
8834	23
8833	26
8832	30
8831	23
8830	26
8829	29
8828	30
8827	30
8826	30
8825	29
8824	27
8823	24
8822	23
8821	25
8820	29
8819	23
8818	21
8817	25
8816	27
8815	21
8814	27
8813	27
8812	26
8811	22
8810	30
8809	28
8808	21
8807	25
8806	25
8805	24
8804	23
8803	30
8802	21
8801	21
8800	21
8799	24
8798	27
8797	25
8796	23
8795	24
8794	26
8793	26
8792	27
8791	30
8790	25
8789	22
8788	24
8787	23
8786	29
8785	29
8784	23
8783	22
8782	23
8781	23
8780	21
8779	24
8778	29
8777	29
8776	25
8775	24
8774	29
8773	25
8772	27
8771	23
8770	29
8769	23
8768	23
8767	29
8766	30
8765	23
8764	22
8763	29
8762	25
8761	29
8760	22
8759	22
8758	27
8757	27
8756	27
8755	25
8754	29
8753	29
8752	22
8751	28
8750	28
8749	24
8748	28
8747	27
8746	23
8745	24
8744	26
8743	28
8742	26
8741	21
8740	23
8739	26
8738	28
8737	22
8736	27
8735	23
8734	29
8733	28
8732	25
8731	21
8730	28
8729	27
8728	22
8727	25
8726	22
8725	26
8724	26
8723	23
8722	28
8721	27
8720	21
8719	22
8718	25
8717	28
8716	29
8715	29
8714	28
8713	23
8712	22
8711	22
8710	30
8709	26
8708	24
8707	21
8706	25
8705	27
8704	21
8703	23
8702	24
8701	28
8700	26
8699	22
8698	23
8697	26
8696	29
8695	23
8694	27
8693	27
8692	27
8691	22
8690	27
8689	24
8688	21
8687	24
8686	27
8685	21
8684	29
8683	30
8682	23
8681	28
8680	30
8679	29
8678	21
8677	30
8676	29
8675	28
8674	29
8673	29
8672	28
8671	26
8670	23
8669	27
8668	28
8667	30
8666	23
8665	27
8664	23
8663	23
8662	22
8661	22
8660	30
8659	30
8658	21
8657	22
8656	22
8655	25
8654	30
8653	27
8652	26
8651	30
8650	22
8649	25
8648	27
8647	24
8646	25
8645	28
8644	30
8643	25
8642	22
8641	21
8640	25
8639	22
8638	23
8637	24
8636	26
8635	27
8634	26
8633	27
8632	25
8631	28
8630	28
8629	24
8628	30
8627	25
8626	29
8625	29
8624	28
8623	27
8622	23
8621	21
8620	24
8619	29
8618	25
8617	22
8616	29
8615	25
8614	26
8613	22
8612	23
8611	30
8610	23
8609	25
8608	26
8607	24
8606	24
8605	27
8604	22
8603	27
8602	23
8601	23
8600	23
8599	23
8598	21
