1,24,25.86929642401388,53.74213007526759,0,63,1.0
2,31,41.90828128065317,7.653495893265447,0,56,1.0
3,32,27.094149120663193,54.37373945765342,0,63,1.0
4,53,46.58681237722528,42.25640094714122,0,79,1.0
5,57,46.06747659267775,43.05623402260561,0,79,1.0
6,73,40.41315117061761,42.2666972360729,0,127,1.0
7,75,9.840342826954133,42.17746301383725,0,42,1.0
8,98,13.944108677210895,36.21795623816334,0,81,1.0
9,119,35.61036868868662,34.94556355009554,0,140,1.0
10,124,30.714207898043536,21.555017358415945,0,135,1.0
11,162,29.125638576473072,40.84759732963857,0,136,1.0
12,179,28.989220185150696,33.77384796123223,0,140,1.0
13,180,40.00710640849084,52.617046023945534,0,58,1.0
14,198,59.326444308133205,6.649127055797935,0,32,1.0
15,206,29.924925077929913,36.09395599231764,0,136,1.0
16,208,23.859290546803297,23.465090226787154,0,31,1.0
17,217,43.390935244373935,40.01790250097889,0,127,1.0
18,218,15.871504623415088,21.9659077058269,0,16,1.0
19,230,45.05880620497209,28.095479899144355,0,138,1.0
20,236,14.77506086947366,53.42789783208378,0,54,1.0
21,241,6.222399839366102,54.76831522279383,0,33,1.0
22,248,25.390426200639943,29.957477345555997,0,140,1.0
23,284,49.34101914988852,12.29098068119733,0,113,1.0
24,291,54.0818250983056,37.863983946022714,0,46,1.0
25,294,5.950267731444158,34.83735241691076,0,48,1.0
26,314,46.6275605846691,28.823968094218007,0,138,1.0
27,365,42.60852443136513,30.640769743212225,0,138,1.0
28,373,22.516408377699417,34.107717543214065,0,105,1.0
29,385,5.538991152015488,24.79944193740507,0,5,1.0
30,389,18.007306426195377,15.998926999497252,0,12,1.0
31,399,45.1185881044321,27.139823925889516,0,83,1.0
32,403,37.893445768712645,11.468780074186482,0,122,1.0
33,404,14.009327260156136,24.204644337195916,0,17,1.0
34,408,9.952976837326286,26.269991509962054,0,5,1.0
35,411,39.84953460690379,18.550967792130415,0,125,1.0
36,424,25.469821732058627,7.381223864395495,0,10,1.0
37,427,49.102044175831615,43.9840300259468,0,115,1.0
38,429,13.909061843478579,39.88999664936755,0,81,1.0
39,430,6.62108883547275,10.965651426388508,0,1,1.0
40,440,20.146649940965666,24.9722843829938,0,23,1.0
41,450,42.035983315744886,15.598912326942894,0,68,1.0
42,483,41.96046905286434,47.38228287279549,0,70,1.0
43,501,6.661653153543476,12.438817957802083,0,1,1.0
44,504,36.8567644217064,22.63881940730852,0,125,1.0
45,507,40.105150825051346,12.774548684290028,0,68,1.0
46,511,51.314203838660504,42.69547974774175,0,43,1.0
47,512,37.393531576470956,33.04784992433402,0,109,1.0
48,522,20.775877071068166,18.926973580651413,0,31,1.0
49,532,7.603407885418313,37.8259447419337,0,45,1.0
50,536,44.1556215328165,37.6623269433348,0,82,1.0
51,540,15.846859391242404,50.687421747184914,0,54,1.0
52,554,53.45879109776503,52.48653755291979,0,34,1.0
53,556,32.26775636371832,20.34404640524064,0,89,1.0
54,570,19.245341507569467,15.209338751854503,0,12,1.0
55,575,31.518679712017892,30.21935382931632,0,140,1.0
56,584,6.586613147056796,42.4638723083864,0,42,1.0
57,604,26.615913367920456,49.34361727091047,0,123,1.0
58,609,8.744587112525826,37.735971241756054,0,45,1.0
59,614,9.200313217584569,51.937662014969966,0,33,1.0
60,619,8.572723863155135,42.227325629639175,0,42,1.0
61,623,8.959423183744708,15.567821394186959,0,2,1.0
62,629,8.932033509973715,29.63677644613746,0,128,1.0
63,630,8.479972998859054,31.14657355670459,0,128,1.0
64,631,34.02641545138781,18.3548556860255,0,86,1.0
65,632,45.37139534470761,11.64190469778699,0,119,1.0
66,645,17.98389589817268,12.006050163943634,0,12,1.0
67,670,37.91335967796927,10.273312228874909,0,122,1.0
68,673,53.93161599400371,55.78539023212591,0,34,1.0
69,689,16.585476612092187,37.93635573138626,0,126,1.0
70,700,43.470377598170344,24.953397894231,0,98,1.0
71,703,9.04722334041511,21.20404542276652,0,4,1.0
72,709,23.96188067236373,39.73687642216319,0,126,1.0
73,744,14.569574330621661,50.00115123567867,0,54,1.0
74,752,51.45921256713279,17.69826893247262,0,41,1.0
75,759,36.49637130350936,16.903426766381934,0,125,1.0
76,761,20.963325321837555,7.74884537336737,0,9,1.0
77,800,47.899296046465004,46.07898288192063,0,67,1.0
78,817,58.602011255989936,53.299619711866995,0,34,1.0
79,837,21.32634597286987,5.331230990612273,0,9,1.0
80,842,49.954280729256666,37.99227557981412,0,118,1.0
81,861,45.85181612123725,20.734354780013188,0,80,1.0
82,864,17.427545323729333,7.702086934968124,0,8,1.0
83,865,30.064679052789447,41.72841533140837,0,136,1.0
84,872,15.710167491985322,44.32562820471387,0,66,1.0
85,881,22.756975508973373,28.037912149544827,0,133,1.0
86,906,18.079667869585307,36.079713400405055,0,126,1.0
87,921,53.38169970254097,34.88964866208823,0,49,1.0
88,966,54.39602499193485,24.20140808288957,0,47,1.0
89,970,29.04343879161099,40.2415457680574,0,136,1.0
90,983,54.3276329852333,23.766544934195608,0,44,1.0
91,986,58.46654898398628,52.882307110157434,0,34,1.0
92,1011,34.1865557208866,52.08176404972105,1,205,1.0
93,1047,14.341056990311728,37.2121265840469,1,222,1.0
94,1053,29.862839497208938,26.73427794561302,1,281,1.0
